1,7,I1KwJ6EdCZnEPLfC8Q7yWpIkLOHn7h02,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,20,0,125,0,0,0,0,0,0,0,0,0,44,63,104,13,0,51,0,0,0,36,10,0,0,0,13,0,0,0
1,9,J1oRHoSJOInehnrxVdh32dK7QnDuCJWo,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,11,0,0,0,28,25,8,0,0,0
1,14,XOhIczT5nEeO52jMq1vN7QziDk8L2jnI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,14,16,0,7,10,0,0,0,0,4,18,10,0,0,0,0,23,0,0,0
1,22,dPBUV0FPFjTZZK079rPAeq0WXhW4DUkF,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0,0,0,0,0,0,0,0,0,0,0,0,106,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,BoK7CAUaCFqnLgmWLxeOHg8YkXUSeCtc,TAYxxh39I2LZnftBpL0LfF2NxzrCKpkx,0,0,0,0,0,11,0,0,0,0,19,0,17,5,45,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1,31,6mzGZyDGSLMvgMQyFwXmz47ojS1kH3j6,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,26,0,0,4,0,0,0,0,15,0,0,0,53,13,0,48,23,27,31,0,0,0,0,0,0,0,0,0
1,39,pIaiksmmvVAc0JI20ybkYLRLoGiY1oa0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,65,56,12,46,4,21,0,0,0,13,20,0,0,0,0,0,0,0,0,0
1,46,hnewTKKnZRwEeXEZu9RmHHva1PDybMo2,KHPw0gmg1Ad3V07TqRpyBzA8mRjj7mkt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,50,LnNj9zDI8D38ixGOYTIjTH2iF5m36v9S,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0,4,0,0,19,0,0,0,0,21,6,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,vDCA6A8V8iNu9PnQcHHjWg8eeAvtWhvD,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,65,RC5QsgGp5CEBoTIVkfYtUyhSaeGU1kpt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,15,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,29,18,4,7,0,0,0,0,0,0,0,0
1,67,H4EpzfhBZTBMvIrjQViqhdqLon30wgHK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,98,12,0,0,0,0,0,0,12,11,12,0,0,15,12,12,28,0,0,0,0,0,0,33,0
1,73,3OncZU7BUvaKEvQHiFBN6tDW0ljGKx7s,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,3,0,0,0,0,16,6,28,0,0,0,6,62,0,0
1,92,utm1DwjvOvhx0O7TM2p6zspWE57Uh0vM,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,93,6rY5gqjppQzPtOIlGOty1LtzqGK2wvGe,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,7,0
1,96,KXi2lu4GlKmrO1lJTLg3t4l701rvNXNZ,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,11,0,39,26,0,0,0,0,0,0,0,0,21,50,0,0,0,0,9,0,0,0,0,0,0,0,16,19,0,0
1,97,OdKa6Lpj5ulcivYCSKGfUE6lp1TAvfp9,TAYxxh39I2LZnftBpL0LfF2NxzrCKpkx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0
1,101,Z1BvcrHFnz5lnLSAy2ZEcjcmCxIRFxqE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,51,0,0,25,0,0,1,2,0,24,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,31,4,0
1,102,cR73GzyHh0OoMC4Dpa5mL1727NTlDue7,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,106,Kr06RpLFIZX8jjsvbrPgQie93Bb2lOp3,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,1,0,1,1,1,0,0,0
1,107,CJ64fiZKt9pOk5ZXFVWf4fg8xondAXr3,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,60,0,0,0,0,0,36,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
1,109,fHEcWln3a2mF8YT5C7MBT2amDZFG7e3O,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,29,0
1,111,kSz7SjDszFxZ22xh6dMQDGORUYhPcONc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,0,0,10,0,0,0,0,0
1,114,JNo2rLqKe6aBGDwGzu8tXd13uOC5tEnq,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1,129,orGuNlgWXoX4ATfBzy38FyUFPSfuKWGu,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,31,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,95,0,0,0,0,0,0,0,0,0
1,131,kSdujG9IBpbpdATQfTVZWfaPQYbq8VsQ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1,132,QiYah6MaRTZX43IYRVARS0cRIO6IdBSv,TAYxxh39I2LZnftBpL0LfF2NxzrCKpkx,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,133,RfyK0Tm3WTR8rqmbFCNfh40gdMMylakA,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,82,0,0,0,0,37,0,0,0,0
1,134,Q5TmTVdy8nnH2vTL73s67ZseaCMO3k91,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,14,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0
1,135,n51reZ5FTJkHLnQwBqURrmxGDzwEsEjy,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,2,22,0,14,49,75,32,1,4,4,4,8,6,0,0,0,0,0,7,0
1,140,BgWUkLowKG2xEyapznJ6d26papyyKqEi,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,1,8,2,0,0,2,3,2,2,0,0,0,2,2,4,0,0,0,2,2,2,0,3,0,0,2,0,0,0,0
