0,1,9Uee7oEuuMmgPx2IzPfFkWgkHZyPbWr0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,13,0,0,0,0,24,0,7,13,1,4,0,0,67,0,0,6,17,51,0,56,4,0,0,0,0,4,47
0,3,1qXC7Fjbwp66GPQc6pHLfEuO8WKozxG4,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,28,0,0,0,3,0,0,30,0,0,0,0,10,48,0,64,0,0,12,0,0,0,0,36,0,0,0,0,57,0
0,4,FIHlppZyoq8muPbdVxS44gfvceX9zvU7,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,20,11,0,0,0,0,11,1,9,0,17,7,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0
0,5,p1Mp7WkVfzUijX0peVQKSHbgd5pXyl4c,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,2,0,145,0,0,0,0,0,0,0,32,142,77,5,0,8,0,0,0,0,0,31,98,47,0,0,0,0,0,46
0,6,dpK33RH9yepUAnyoywRwBt1AJzxGlaja,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0
0,12,9tsGjrRgtMZ6V7yrAOyfOQPZHaltDHAp,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,8,0,0,6,22,14,0,14,0,6,7,0,0,20
0,13,hDbSkVrFRj9Ryk3c5E1JYJQLyxm4jLRb,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,0,0,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,64,74,173,47,13,0,0,0
0,16,mPSPvu82Gr17tV9GJ95bDC7exvsVnwDE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,48,17,11,3,0,0,38,0,0,0,0,0,0,0,10,79,30,16,1,0,0,0,83,0,0,0
0,18,b0Hk5D3sJulvyuC4JEm5kvAvOLAxswgQ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,32,37,0,0,5,4,4,2,8,19,0
0,20,BoK7CAUaCFqnLgmWLxeOHg8YkXUSeCtc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,30,33,5,0,0,0,10,17,0,5,0,0,0,0,0,0,0,4,5,0,0,0,8,14,11,0,0,0
0,23,BoK7CAUaCFqnLgmWLxeOHg8YkXUSeCtc,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,17,53,5,0,0,0,0,24,4,0,5,0,0,0,0,0,0,0,0,5,0
0,26,vcAiZWU2sfUKO0mnfjDwm0iTzACrKr78,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,75,56,23,0,0,7,0,10,0,0
0,30,JPkczYOxyoDZBjwZAAQHmjpSvnPQzwV0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0
